,Unnamed: 0,accepted,author,kingdom,Family,name,rank,powo_Snippet,Source,fqId
488,489,True,(Warb.) Verdc.,Plantae,Fabaceae,Schleinitzia novoguineensis,Species," <b>Use</b>: Domestic, Environmental, <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:517996-1),urn:lsid:ipni.org:names:517996-1
489,490,True,(Roxb. ex Rottler) Maslin,Plantae,Fabaceae,Senegalia chundra,Species," <b>Use</b>: Chemical products, <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:77125574-1),urn:lsid:ipni.org:names:77125574-1
490,491,True,(DC.) Pedley,Plantae,Fabaceae,Senegalia ferruginea,Species," <b>Use</b>: Chemical products, <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:942625-1),urn:lsid:ipni.org:names:942625-1
491,492,True,"(Roxb.) Maslin, Seigler & Ebinger",Plantae,Fabaceae,Senegalia torta,Species," <b>Use</b>: Chemical products, <em>Medicine</em>, Miscellaneous",POWO pages(/taxon/urn:lsid:ipni.org:names:77132532-1),urn:lsid:ipni.org:names:77132532-1
492,493,True,(Delile) Lock,Plantae,Fabaceae,Senna singueana,Species," <b>Use</b>: Chemical products, <em>Medicine</em>, Toxins",POWO pages(/taxon/urn:lsid:ipni.org:names:945431-1),urn:lsid:ipni.org:names:945431-1
493,494,True,(Roxb. ex G.Don) Kuntze,Plantae,Fabaceae,Spatholobus parviflorus,Species," <b>Use</b>: Chemical products, Fibre, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:519167-1),urn:lsid:ipni.org:names:519167-1
494,495,True,(Willd.) Pers.,Plantae,Fabaceae,Tephrosia linearis,Species," <b>Use</b>: Food and Drink, Forage, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:520698-1),urn:lsid:ipni.org:names:520698-1
495,496,True,(Schumach. & Thonn.) Taub.,Plantae,Fabaceae,Tetrapleura tetraptera,Species," <b>Use</b>: Food and Drink, <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:521134-1),urn:lsid:ipni.org:names:521134-1
496,497,True,L.,Plantae,Fabaceae,Trifolium fragiferum,Species," <b>Use</b>: Environmental, Forage, <em>Medicine</em>, Weed",POWO pages(/taxon/urn:lsid:ipni.org:names:523154-1),urn:lsid:ipni.org:names:523154-1
497,498,True,H.C.Lima,Plantae,Fabaceae,Vataireopsis surinamensis,Species," <b>Use</b>: <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:262732-2),urn:lsid:ipni.org:names:262732-2
498,499,True,Oett.,Plantae,Fabaceae,Vicia amurensis,Species," <b>Use</b>: Food and Drink, Forage, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:524516-1),urn:lsid:ipni.org:names:524516-1
499,500,True,(Jacq.) Maréchal,Plantae,Fabaceae,Vigna aconitifolia,Species," <b>Use</b>: Food and Drink, Forage, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:525283-1),urn:lsid:ipni.org:names:525283-1
500,501,True,(L.) Hepper,Plantae,Fabaceae,Vigna mungo,Species," <b>Use</b>: Environmental, Food and Drink, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:525443-1),urn:lsid:ipni.org:names:525443-1
501,502,True,(L.) Verdc.,Plantae,Fabaceae,Vigna trilobata,Species," <b>Use</b>: Food and Drink, Forage, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:525549-1),urn:lsid:ipni.org:names:525549-1
502,503,True,Mill.,Plantae,Fagaceae,Castanea sativa,Species," <b>Use</b>: Food and drink, timber, <em>medicine</em>.",POWO pages(/taxon/urn:lsid:ipni.org:names:295349-1),urn:lsid:ipni.org:names:295349-1
503,504,True,(J.Kirk ex Benth.) J.Léonard,Plantae,Fabaceae,Colophospermum mopane,Species," <b>Use</b>: Timber, fuelwood, fodder, <em>medicine</em>, tannins, resins",POWO pages(/taxon/urn:lsid:ipni.org:names:486795-1),urn:lsid:ipni.org:names:486795-1
504,505,True,(L.) Medik.,Plantae,Fabaceae,Cullen corylifolium,Species," <b>Use</b>: Chemical products, Environmental, <em>Medicine</em>, Miscellaneous",POWO pages(/taxon/urn:lsid:ipni.org:names:489225-1),urn:lsid:ipni.org:names:489225-1
505,506,True,Durazz.,Plantae,Fabaceae,Albizia julibrissin,Species," <b>Use</b>: Domestic, Environmental, Forage, <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:473275-1),urn:lsid:ipni.org:names:473275-1
506,507,True,(Roxb.) Benth.,Plantae,Fabaceae,Albizia procera,Species," <b>Use</b>: Environmental, Forage, <em>Medicine</em>, Toxins, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:473360-1),urn:lsid:ipni.org:names:473360-1
507,508,True,Lam.,Plantae,Fabaceae,Bauhinia racemosa,Species," <b>Use</b>: Environmental, Fibre, Forage, <em>Medicine</em>, Miscellaneous",POWO pages(/taxon/urn:lsid:ipni.org:names:481612-1),urn:lsid:ipni.org:names:481612-1
508,509,True,Hook.,Plantae,Fabaceae,Burkea africana,Species," <b>Use</b>: Chemical products, <em>Medicine</em>, Toxins, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:482512-1),urn:lsid:ipni.org:names:482512-1
509,510,True,L.,Plantae,Fabaceae,Caesalpinia crista,Species," <b>Use</b>: Chemical products, Domestic, <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:39994-2),urn:lsid:ipni.org:names:39994-2
510,511,True,L.,Plantae,Fabaceae,Cercis siliquastrum,Species," <b>Use</b>: Domestic, Environmental, Food and Drink, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:485691-1),urn:lsid:ipni.org:names:485691-1
511,512,True,(L.) Greene,Plantae,Fabaceae,Chamaecrista mimosoides,Species," <b>Use</b>: Environmental, Forage, <em>Medicine</em>, Toxins, Weed",POWO pages(/taxon/urn:lsid:ipni.org:names:54606-2),urn:lsid:ipni.org:names:54606-2
512,513,True,R.Br.,Plantae,Fabaceae,Clitoria arborescens,Species," <b>Use</b>: Environmental, <em>Medicine</em>, Toxins",POWO pages(/taxon/urn:lsid:ipni.org:names:486481-1),urn:lsid:ipni.org:names:486481-1
513,514,True,L.,Plantae,Fabaceae,Coronilla varia,Species," <b>Use</b>: Environmental, Forage, <em>Medicine</em>, Toxins, Weed",POWO pages(/taxon/urn:lsid:ipni.org:names:487281-1),urn:lsid:ipni.org:names:487281-1
514,515,True,L.,Plantae,Fabaceae,Cynometra cauliflora,Species," <b>Use</b>: Chemical products, Food and Drink, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:489381-1),urn:lsid:ipni.org:names:489381-1
515,516,True,(Rolfe) Hutch. & Dalziel,Plantae,Fabaceae,Daniellia oliveri,Species," <b>Use</b>: Chemical products, <em>Medicine</em>, Miscellaneous, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:490996-1),urn:lsid:ipni.org:names:490996-1
516,517,True,(Lam.) G.Don,Plantae,Fabaceae,Eriosema psoraleoides,Species," <b>Use</b>: Domestic, Food and Drink, <em>Medicine</em>, Toxins",POWO pages(/taxon/urn:lsid:ipni.org:names:494133-1),urn:lsid:ipni.org:names:494133-1
517,518,True,Roxb.,Plantae,Fabaceae,Erythrina arborescens,Species," <b>Use</b>: Chemical products, Environmental, <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:494350-1),urn:lsid:ipni.org:names:494350-1
518,519,True,L.,Plantae,Fabaceae,Genista tinctoria,Species," <b>Use</b>: Domestic, Environmental, Fibre, <em>Medicine</em>, Toxins",POWO pages(/taxon/urn:lsid:ipni.org:names:496408-1),urn:lsid:ipni.org:names:496408-1
519,520,True,(Gillies ex Hook. & Arn.) Burkart,Plantae,Fabaceae,Geoffroea decorticans,Species," <b>Use</b>: Environmental, Food and Drink, <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:108807-2),urn:lsid:ipni.org:names:108807-2
520,521,True,L.,Plantae,Fabaceae,Glycyrrhiza echinata,Species," <b>Use</b>: Domestic, Food and Drink, Forage, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:496933-1),urn:lsid:ipni.org:names:496933-1
521,522,True,Wall. ex Brandis,Plantae,Fabaceae,Indigofera heterantha,Species," <b>Use</b>: Environmental, Fibre, Food and Drink, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:60473623-2),urn:lsid:ipni.org:names:60473623-2
522,523,True,Ali,Plantae,Fabaceae,Indigofera linnaei,Species," <b>Use</b>: Food and Drink, Forage, <em>Medicine</em>, Toxins",POWO pages(/taxon/urn:lsid:ipni.org:names:499579-1),urn:lsid:ipni.org:names:499579-1
523,524,True,L.,Plantae,Fabaceae,Lathyrus aphaca,Species," <b>Use</b>: Domestic, Forage, <em>Medicine</em>, Toxins, Weed",POWO pages(/taxon/urn:lsid:ipni.org:names:501579-1),urn:lsid:ipni.org:names:501579-1
524,525,True,(Fisch. ex Ser.) Fritsch,Plantae,Fabaceae,Lathyrus gmelinii,Species," <b>Use</b>: Food and Drink, Forage, <em>Medicine</em>, Weed",POWO pages(/taxon/urn:lsid:ipni.org:names:501729-1),urn:lsid:ipni.org:names:501729-1
525,526,True,Willd.,Plantae,Fabaceae,Lathyrus japonicus,Species," <b>Use</b>: Environmental, Food and Drink, Forage, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:30381438-2),urn:lsid:ipni.org:names:30381438-2
526,527,True,Benth.,Plantae,Fabaceae,Leucaena pulverulenta,Species," <b>Use</b>: Environmental, Food and Drink, <em>Medicine</em>, Weed",POWO pages(/taxon/urn:lsid:ipni.org:names:502744-1),urn:lsid:ipni.org:names:502744-1
527,528,True,Waldst. & Kit. ex Willd.,Plantae,Fabaceae,Lotus tenuis,Species," <b>Use</b>: Environmental, Food and Drink, Forage, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:503917-1),urn:lsid:ipni.org:names:503917-1
528,529,True,(Lam.) Verdc.,Plantae,Fabaceae,Macrotyloma uniflorum,Species," <b>Use</b>: Environmental, Food and Drink, Forage, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:505875-1),urn:lsid:ipni.org:names:505875-1
529,530,True,L.,Plantae,Fabaceae,Ononis arvensis,Species," <b>Use</b>: Domestic, Food and Drink, Forage, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:510213-1),urn:lsid:ipni.org:names:510213-1
530,531,True,(Harms) Harms,Plantae,Fabaceae,Pachyelasma tessmannii,Species," <b>Use</b>: Chemical products, <em>Medicine</em>, Toxins, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:512008-1),urn:lsid:ipni.org:names:512008-1
531,532,True,(Humb. & Bonpl. ex Willd.) Benth.,Plantae,Fabaceae,Parkia pectinata,Species," <b>Use</b>: Food and Drink, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:512223-1),urn:lsid:ipni.org:names:512223-1
532,533,True,(Miq.) Kurz,Plantae,Fabaceae,Peltophorum dasyrhachis,Species," <b>Use</b>: Domestic, Environmental, <em>Medicine</em>, Miscellaneous, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:60469466-2),urn:lsid:ipni.org:names:60469466-2
533,534,True,(Roxb.) Benth.,Plantae,Fabaceae,Piliostigma malabaricum,Species," <b>Use</b>: Food and Drink, <em>Medicine</em>, Miscellaneous, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:158211-3),urn:lsid:ipni.org:names:158211-3
534,535,True,(Schumach.) Milne-Redh.,Plantae,Fabaceae,Piliostigma thonningii,Species," <b>Use</b>: Chemical products, Fibre, Forage, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:514346-1),urn:lsid:ipni.org:names:514346-1
535,536,True,Roxb. ex DC.,Plantae,Fabaceae,Pterocarpus dalbergioides,Species," <b>Use</b>: Chemical products, Environmental, <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:516437-1),urn:lsid:ipni.org:names:516437-1
536,537,True,Poir.,Plantae,Fabaceae,Pterocarpus erinaceus,Species," <b>Use</b>: Chemical products, Forage, <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:516454-1),urn:lsid:ipni.org:names:516454-1
537,538,True,Vogel,Plantae,Fabaceae,Pterodon emarginatus,Species," <b>Use</b>: Chemical products, Environmental, <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:516615-1),urn:lsid:ipni.org:names:516615-1
538,539,True,Sond.,Plantae,Fabaceae,Schotia brachypetala,Species," <b>Use</b>: Environmental, Food and Drink, <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:518039-1),urn:lsid:ipni.org:names:518039-1
539,540,True,(L.f.) P.J.H.Hurter & Mabb.,Plantae,Fabaceae,Senegalia catechu,Species," <b>Use</b>: Chemical products, Domestic, <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:77089268-1),urn:lsid:ipni.org:names:77089268-1
540,541,True,(Lace) Pedley,Plantae,Fabaceae,Senegalia insuavis,Species," <b>Use</b>: Environmental, Food and Drink, <em>Medicine</em>, Miscellaneous",POWO pages(/taxon/urn:lsid:ipni.org:names:77144267-1),urn:lsid:ipni.org:names:77144267-1
541,542,True,(Craib) H.S.Irwin & Barneby,Plantae,Fabaceae,Senna garrettiana,Species," <b>Use</b>: Environmental, Food and Drink, <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:911339-1),urn:lsid:ipni.org:names:911339-1
542,543,True,(DC. ex Collad.) H.S.Irwin & Barneby,Plantae,Fabaceae,Senna sulfurea,Species," <b>Use</b>: Environmental, Food and Drink, <em>Medicine</em>, Weed",POWO pages(/taxon/urn:lsid:ipni.org:names:234675-2),urn:lsid:ipni.org:names:234675-2
543,544,True,Aiton,Plantae,Fabaceae,Smithia sensitiva,Species," <b>Use</b>: Food and Drink, Forage, <em>Medicine</em>, Weed",POWO pages(/taxon/urn:lsid:ipni.org:names:518703-1),urn:lsid:ipni.org:names:518703-1
544,545,True,(Bunge) Yakovlev,Plantae,Fabaceae,Sophora lehmannii,Species," <b>Use</b>: Domestic, Environmental, Forage, <em>Medicine</em>, Toxins",POWO pages(/taxon/urn:lsid:ipni.org:names:518873-1),urn:lsid:ipni.org:names:518873-1
545,546,True,(Roth) Arn.,Plantae,Fabaceae,Taverniera cuneifolia,Species," <b>Use</b>: Food and Drink, Forage, <em>Medicine</em>, Miscellaneous",POWO pages(/taxon/urn:lsid:ipni.org:names:520187-1),urn:lsid:ipni.org:names:520187-1
546,547,True,(L.) Pers.,Plantae,Fabaceae,Tephrosia villosa,Species," <b>Use</b>: Chemical products, Environmental, <em>Medicine</em>, Toxins",POWO pages(/taxon/urn:lsid:ipni.org:names:1148851-2),urn:lsid:ipni.org:names:1148851-2
547,548,True,(L.) Ser.,Plantae,Fabaceae,Trigonella caerulea,Species," <b>Use</b>: Food and Drink, Forage, <em>Medicine</em>, Weed",POWO pages(/taxon/urn:lsid:ipni.org:names:523910-1),urn:lsid:ipni.org:names:523910-1
548,549,True,(L.f.) P.J.H.Hurter & Mabb.,Plantae,Fabaceae,Vachellia eburnea,Species," <b>Use</b>: <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:77089272-1),urn:lsid:ipni.org:names:77089272-1
549,550,True,(L.) Gray,Plantae,Fabaceae,Vicia hirsuta,Species," <b>Use</b>: Food and Drink, Forage, <em>Medicine</em>, Weed",POWO pages(/taxon/urn:lsid:ipni.org:names:524810-1),urn:lsid:ipni.org:names:524810-1
550,551,True,A.Braun,Plantae,Fabaceae,Vicia unijuga,Species," <b>Use</b>: Environmental, Food and Drink, Forage, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:525239-1),urn:lsid:ipni.org:names:525239-1
551,552,True,(L.) R.Wilczek,Plantae,Fabaceae,Vigna radiata,Species," <b>Use</b>: Environmental, Food and Drink, Forage, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:525492-1),urn:lsid:ipni.org:names:525492-1
552,553,True,(Willd.) DC.,Plantae,Fabaceae,Wisteria floribunda,Species," <b>Use</b>: Environmental, Fibre, <em>Medicine</em>, Toxins, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:525791-1),urn:lsid:ipni.org:names:525791-1
553,554,True,L.,Plantae,Malvaceae,Adansonia digitata,Species," <b>Use</b>: Foodstuff, <em>medicine</em>, rope-making, basketry.",POWO pages(/taxon/urn:lsid:ipni.org:names:558628-1),urn:lsid:ipni.org:names:558628-1
554,555,True,Steud.,Plantae,Poaceae,Oryza glaberrima,Species," <b>Use</b>: Food, <em>medicine</em>, livestock feed, ritual.",POWO pages(/taxon/urn:lsid:ipni.org:names:410061-1),urn:lsid:ipni.org:names:410061-1
555,556,True,(Steud. ex A.Rich.) Desc. ex Wild & R.B.Drumm.,Plantae,Vitaceae,Cyphostemma adenocaule,Species, <b>Use</b>: The plant is used in traditional <em>medicine</em> in Somalia.,POWO pages(/taxon/urn:lsid:ipni.org:names:870171-1),urn:lsid:ipni.org:names:870171-1
556,557,True,Sm.,Plantae,Zingiberaceae,Roscoea purpurea,Species," <b>Use</b>: Ornamental, edible rhizomes, ethnoveterinary <em>medicine</em>.",POWO pages(/taxon/urn:lsid:ipni.org:names:798125-1),urn:lsid:ipni.org:names:798125-1
557,558,True,L.,Plantae,Fabaceae,Glycyrrhiza glabra,Species," <b>Use</b>:  and Drink, Forage, <em>Medicine</em>, Weed, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:496941-1),urn:lsid:ipni.org:names:496941-1
558,559,True,A.DC.,Plantae,Apocynaceae,Mascarenhasia arborescens,Species," <b>Use</b>: Traditional <em>medicine</em>, ornamental, source of natural rubber.",POWO pages(/taxon/urn:lsid:ipni.org:names:80121-1),urn:lsid:ipni.org:names:80121-1
559,560,True,L.,Plantae,Asteraceae,Tarchonanthus camphoratus,Species," <b>Use</b>: Traditional <em>medicine</em>, fuel, traditional construction",POWO pages(/taxon/urn:lsid:ipni.org:names:255156-1),urn:lsid:ipni.org:names:255156-1
560,561,True,(DC.) Benth.,Plantae,Fabaceae,Albizia lebbekoides,Species," <b>Use</b>: Domestic, Environmental, Food and Drink, <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:473286-1),urn:lsid:ipni.org:names:473286-1
561,562,True,P.J.Bergius,Plantae,Fabaceae,Brownea rosa-de-monte,Species," <b>Use</b>: Environmental, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:482440-1),urn:lsid:ipni.org:names:482440-1
562,563,True,(L.) Thouars,Plantae,Fabaceae,Cajanus scarabaeoides,Species," <b>Use</b>: Environmental, Food and Drink, Forage, <em>Medicine</em>, Weed",POWO pages(/taxon/urn:lsid:ipni.org:names:118241-3),urn:lsid:ipni.org:names:118241-3
563,564,True,(Jacq.) DC.,Plantae,Fabaceae,Canavalia gladiata,Species," <b>Use</b>: Environmental, Food and Drink, Forage, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:483647-1),urn:lsid:ipni.org:names:483647-1
564,565,True,(Bunge) C.H.Stirt.,Plantae,Fabaceae,Cullen drupaceum,Species," <b>Use</b>: Chemical products, Forage, <em>Medicine</em>, Toxins, Weed",POWO pages(/taxon/urn:lsid:ipni.org:names:908578-1),urn:lsid:ipni.org:names:908578-1
565,566,True,Roxb. ex DC.,Plantae,Fabaceae,Dalbergia sissoo,Species," <b>Use</b>: Chemical products, Environmental, Forage, <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:490469-1),urn:lsid:ipni.org:names:490469-1
566,567,True,(L.) Gamble,Plantae,Fabaceae,Delonix elata,Species," <b>Use</b>: Chemical products, Environmental, <em>Medicine</em>, Miscellaneous",POWO pages(/taxon/urn:lsid:ipni.org:names:491229-1),urn:lsid:ipni.org:names:491229-1
567,568,True,Lour.,Plantae,Fabaceae,Derris trifoliata,Species," <b>Use</b>: Fibre, Forage, <em>Medicine</em>, Miscellaneous, Toxins, Weed",POWO pages(/taxon/urn:lsid:ipni.org:names:491450-1),urn:lsid:ipni.org:names:491450-1
568,569,True,Pierre,Plantae,Fabaceae,Dialium cochinchinense,Species," <b>Use</b>: Domestic, Fibre, Food and Drink, <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:492297-1),urn:lsid:ipni.org:names:492297-1
569,570,True,Willd.,Plantae,Fabaceae,Dialium guineense,Species," <b>Use</b>: Environmental, Food and Drink, <em>Medicine</em>, Miscellaneous",POWO pages(/taxon/urn:lsid:ipni.org:names:492316-1),urn:lsid:ipni.org:names:492316-1
570,571,True,(L.) Wight & Arn.,Plantae,Fabaceae,Dichrostachys cinerea,Species," <b>Use</b>: Domestic, Environmental, Forage, <em>Medicine</em>, Weed, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:492423-1),urn:lsid:ipni.org:names:492423-1
571,572,True,Vogel,Plantae,Fabaceae,Eriosema chinense,Species," <b>Use</b>: Food and Drink, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:494000-1),urn:lsid:ipni.org:names:494000-1
572,573,True,(Guill. & Perr.) Brenan,Plantae,Fabaceae,Erythrophleum suaveolens,Species," <b>Use</b>: Chemical products, Environmental, <em>Medicine</em>, Toxins, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:494641-1),urn:lsid:ipni.org:names:494641-1
573,574,True,L.,Plantae,Fabaceae,Galega officinalis,Species," <b>Use</b>: Environmental, Food and Drink, Forage, <em>Medicine</em>, Toxins",POWO pages(/taxon/urn:lsid:ipni.org:names:495681-1),urn:lsid:ipni.org:names:495681-1
574,575,True,(De Wild.) J.Léonard,Plantae,Fabaceae,Gilbertiodendron dewevrei,Species, <b>Use</b>: Timber and traditional <em>medicine</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:496537-1),urn:lsid:ipni.org:names:496537-1
575,576,True,Miq.,Plantae,Fabaceae,Gleditsia japonica,Species," <b>Use</b>: Chemical products, Domestic, Forage, <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:496595-1),urn:lsid:ipni.org:names:496595-1
576,577,True,(Benth.) J.Léonard,Plantae,Fabaceae,Guibourtia coleosperma,Species," <b>Use</b>: Chemical products, Food and Drink, <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:497148-1),urn:lsid:ipni.org:names:497148-1
577,578,True,Hochst. ex A.Rich.,Plantae,Fabaceae,Indigofera arrecta,Species," <b>Use</b>: Chemical products, Domestic, Environmental, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:498996-1),urn:lsid:ipni.org:names:498996-1
578,579,True,(L.f.) Retz.,Plantae,Fabaceae,Indigofera linifolia,Species," <b>Use</b>: Food and Drink, Forage, <em>Medicine</em>, Toxins, Weed",POWO pages(/taxon/urn:lsid:ipni.org:names:499578-1),urn:lsid:ipni.org:names:499578-1
579,580,True,(Maxim.) Makino,Plantae,Fabaceae,Kummerowia stipulacea,Species," <b>Use</b>: Chemical products, Environmental, Forage, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:501371-1),urn:lsid:ipni.org:names:501371-1
580,581,True,L.,Plantae,Fabaceae,Lathyrus tuberosus,Species," <b>Use</b>: Environmental, Food and Drink, Forage, <em>Medicine</em>, Weed",POWO pages(/taxon/urn:lsid:ipni.org:names:502065-1),urn:lsid:ipni.org:names:502065-1
581,582,True,(Kar. & Kir.) Trautv.,Plantae,Fabaceae,Medicago orthoceras,Species," <b>Use</b>: Domestic, Environmental, Food and Drink, Forage, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:506325-1),urn:lsid:ipni.org:names:506325-1
582,583,True,A.Chev.,Plantae,Fabaceae,Parkia bicolor,Species," <b>Use</b>: <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:512183-1),urn:lsid:ipni.org:names:512183-1
583,584,True,(Jacq.) R.Br. ex G.Don,Plantae,Fabaceae,Parkia biglobosa,Species," <b>Use</b>: Fibre, Food and Drink, Forage, <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:941491-1),urn:lsid:ipni.org:names:941491-1
584,585,True,Welw. ex Oliv.,Plantae,Fabaceae,Parkia filicoidea,Species," <b>Use</b>: Fibre, Food and Drink, Forage, <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:512194-1),urn:lsid:ipni.org:names:512194-1
585,586,True,Benth.,Plantae,Fabaceae,Phanera retusa,Species," <b>Use</b>: Chemical products, Fibre, <em>Medicine</em>, Miscellaneous, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:513575-1),urn:lsid:ipni.org:names:513575-1
586,587,True,(Wight & Arn.) Benth.,Plantae,Fabaceae,Phanera vahlii,Species," <b>Use</b>: Environmental, Fibre, Food and Drink, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:513592-1),urn:lsid:ipni.org:names:513592-1
587,588,True,(Roxb.) W.J.de Wilde,Plantae,Fabaceae,Saraca asoca,Species," <b>Use</b>: Environmental, Food and Drink, <em>Medicine</em>, Miscellaneous",POWO pages(/taxon/urn:lsid:ipni.org:names:517883-1),urn:lsid:ipni.org:names:517883-1
588,589,True,(Jack) Miq.,Plantae,Fabaceae,Saraca declinata,Species," <b>Use</b>: Environmental, Food and Drink, <em>Medicine</em>, Miscellaneous",POWO pages(/taxon/urn:lsid:ipni.org:names:517891-1),urn:lsid:ipni.org:names:517891-1
589,590,True,Thunb.,Plantae,Fabaceae,Schotia afra,Species," <b>Use</b>: Chemical products, Food and Drink, <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:518033-1),urn:lsid:ipni.org:names:518033-1
590,591,True,(L.) Maslin,Plantae,Fabaceae,Senegalia pennata,Species," <b>Use</b>: Chemical products, Environmental, Food and Drink, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:77125575-1),urn:lsid:ipni.org:names:77125575-1
591,592,True,(Fresen.) H.S.Irwin & Barneby,Plantae,Fabaceae,Senna didymobotrya,Species," <b>Use</b>: Chemical products, Environmental, Forage, <em>Medicine</em>, Toxins",POWO pages(/taxon/urn:lsid:ipni.org:names:234467-2),urn:lsid:ipni.org:names:234467-2
592,593,True,(DC.) H.S.Irwin & Barneby,Plantae,Fabaceae,Senna timoriensis,Species," <b>Use</b>: Environmental, Food and Drink, <em>Medicine</em>, Miscellaneous",POWO pages(/taxon/urn:lsid:ipni.org:names:911426-1),urn:lsid:ipni.org:names:911426-1
593,594,True,Aiton,Plantae,Fabaceae,Sophora flavescens,Species," <b>Use</b>: Chemical products, Environmental, <em>Medicine</em>, Toxins, Weed",POWO pages(/taxon/urn:lsid:ipni.org:names:518831-1),urn:lsid:ipni.org:names:518831-1
594,595,True,(L.) Pers.,Plantae,Fabaceae,Tephrosia tinctoria,Species," <b>Use</b>: Chemical products, Domestic, <em>Medicine</em>, Miscellaneous, Weed",POWO pages(/taxon/urn:lsid:ipni.org:names:520966-1),urn:lsid:ipni.org:names:520966-1
595,596,True,L.,Plantae,Fabaceae,Vicia cracca,Species," <b>Use</b>: Domestic, Environmental, Food and Drink, Forage, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:30263827-2),urn:lsid:ipni.org:names:30263827-2
